original,short
https://pythonstart.ru/osnovy/classmethod-staticmethod-python,
https://stackoverflow.com/questions/71922006/flask-wtform-error-typeerror-html-params-got-multiple-values-for-keyword-argu,
https://stackoverflow.com/questions/71922006/flask-wtform-error-typeerror-html-params-got-multiple-values-for-keyword-argu,
